Zeit;pv
28.08. 09:00;181,71
28.08. 10:00;166,64
28.08. 11:00;121,33
28.08. 12:00;152,31
28.08. 13:00;120,65
28.08. 14:00;74,157
28.08. 15:00;65,654
28.08. 16:00;53,252
28.08. 17:00;35,843
28.08. 18:00;7,3175
28.08. 19:00;0
28.08. 20:00;0
28.08. 21:00;0
28.08. 22:00;0
28.08. 23:00;0
29.08. 00:00;0
29.08. 01:00;0
29.08. 02:00;0
29.08. 03:00;0
29.08. 04:00;0
29.08. 05:00;3,3602
29.08. 06:00;43,343
29.08. 07:00;92,945
29.08. 08:00;110,7
29.08. 09:00;165,88
29.08. 10:00;152,71
29.08. 11:00;149,05
29.08. 12:00;180,39
29.08. 13:00;143,8
29.08. 14:00;108,27
29.08. 15:00;94,696
29.08. 16:00;94,088
29.08. 17:00;62,906
29.08. 18:00;15,57
29.08. 19:00;0
29.08. 20:00;0
29.08. 21:00;0
29.08. 22:00;0
29.08. 23:00;0
30.08. 00:00;0
30.08. 01:00;0
30.08. 02:00;0
30.08. 03:00;0
30.08. 04:00;0
30.08. 05:00;4,6949
30.08. 06:00;46,818
30.08. 07:00;102,41
30.08. 08:00;153,3
30.08. 09:00;196,99
30.08. 10:00;212,51
30.08. 11:00;164,22
30.08. 12:00;139,07
30.08. 13:00;184
30.08. 14:00;168,96
30.08. 15:00;144,79
30.08. 16:00;112,67
30.08. 17:00;57,645
30.08. 18:00;12,008
30.08. 19:00;0
30.08. 20:00;0
30.08. 21:00;0
30.08. 22:00;0
30.08. 23:00;0
31.08. 00:00;0
31.08. 01:00;0
31.08. 02:00;0
31.08. 03:00;0
31.08. 04:00;0
31.08. 05:00;0
31.08. 06:00;37,034
31.08. 07:00;67,584
31.08. 08:00;117,4
31.08. 09:00;120,86
31.08. 10:00;108,57
31.08. 11:00;75,752
31.08. 12:00;77,213
31.08. 13:00;71,536
31.08. 14:00;48,798
31.08. 15:00;26,158
31.08. 16:00;13,498
31.08. 17:00;4,6094
31.08. 18:00;1,1745
31.08. 19:00;0
31.08. 20:00;0
31.08. 21:00;0
31.08. 22:00;0
31.08. 23:00;0
01.09. 00:00;0
01.09. 01:00;0
01.09. 02:00;0
01.09. 03:00;0
01.09. 04:00;0
01.09. 05:00;1,4703
01.09. 06:00;28,076
01.09. 07:00;90,975
01.09. 08:00;144,51
01.09. 09:00;187,36
01.09. 10:00;214,73
01.09. 11:00;219,98
01.09. 12:00;216,23
01.09. 13:00;222,49
01.09. 14:00;156,75
01.09. 15:00;132,48
01.09. 16:00;73,089
01.09. 17:00;39,722
01.09. 18:00;4,8752
01.09. 19:00;0
01.09. 20:00;0
01.09. 21:00;0
01.09. 22:00;0
01.09. 23:00;0
02.09. 00:00;0
02.09. 01:00;0
02.09. 02:00;0
02.09. 03:00;0
02.09. 04:00;0
02.09. 05:00;3,3352
02.09. 06:00;24,971
02.09. 07:00;45,793
02.09. 08:00;54,743
02.09. 09:00;118,25
02.09. 10:00;135,88
02.09. 11:00;154,75
02.09. 12:00;126,7
02.09. 13:00;68,575
02.09. 14:00;31,34
02.09. 15:00;62,014
02.09. 16:00;54,228
02.09. 17:00;19,229
02.09. 18:00;0,65107
02.09. 19:00;0
02.09. 20:00;0
02.09. 21:00;0
02.09. 22:00;0
02.09. 23:00;0
03.09. 00:00;0
03.09. 01:00;0
03.09. 02:00;0
03.09. 03:00;0
03.09. 04:00;0
03.09. 05:00;0
03.09. 06:00;3,6871
03.09. 07:00;12,64
03.09. 08:00;31,235
03.09. 09:00;34,118
03.09. 10:00;34,817
03.09. 11:00;40,199
03.09. 12:00;49,186
03.09. 13:00;39,065
03.09. 14:00;25,076
03.09. 15:00;28,29
03.09. 16:00;30,065
03.09. 17:00;15,074
03.09. 18:00;0,6532
03.09. 19:00;0
03.09. 20:00;0
03.09. 21:00;0
03.09. 22:00;0
03.09. 23:00;0
04.09. 00:00;0
04.09. 01:00;0
04.09. 02:00;0
04.09. 03:00;0
04.09. 04:00;0
04.09. 05:00;0,65751
04.09. 06:00;13,411
04.09. 07:00;27,053
04.09. 08:00;42,233
04.09. 09:00;63,55
04.09. 10:00;61,736
04.09. 11:00;44,348
04.09. 12:00;43,233
04.09. 13:00;79,76
04.09. 14:00;91,193
04.09. 15:00;79,298
04.09. 16:00;78,191
04.09. 17:00;44,783
04.09. 18:00;5,6627
04.09. 19:00;0
04.09. 20:00;0
04.09. 21:00;0
04.09. 22:00;0
04.09. 23:00;0
05.09. 00:00;0
05.09. 01:00;0
05.09. 02:00;0
05.09. 03:00;0
05.09. 04:00;0
05.09. 05:00;0
05.09. 06:00;8,1627
05.09. 07:00;22,036
05.09. 08:00;44,474
05.09. 09:00;106,11
05.09. 10:00;135,3
05.09. 11:00;126,88
05.09. 12:00;80,951
05.09. 13:00;102,61
05.09. 14:00;66,71
05.09. 15:00;37,466
05.09. 16:00;20,489
05.09. 17:00;11,97
05.09. 18:00;2,7193
05.09. 19:00;0
05.09. 20:00;0
05.09. 21:00;0
05.09. 22:00;0
05.09. 23:00;0
06.09. 00:00;0
06.09. 01:00;0
06.09. 02:00;0
06.09. 03:00;0
06.09. 04:00;0
06.09. 05:00;1,1986
06.09. 06:00;36,55
06.09. 07:00;88,139
06.09. 08:00;140,15
06.09. 09:00;182,17
06.09. 10:00;210,82
06.09. 11:00;212,41
06.09. 12:00;205,63
06.09. 13:00;174,67
06.09. 14:00;164,65
06.09. 15:00;121,65
06.09. 16:00;56,193
06.09. 17:00;20,163
06.09. 18:00;1,1757
06.09. 19:00;0
06.09. 20:00;0
06.09. 21:00;0
06.09. 22:00;0
06.09. 23:00;0
07.09. 00:00;0
07.09. 01:00;0
07.09. 02:00;0
07.09. 03:00;0
07.09. 04:00;0
07.09. 05:00;1,1944
07.09. 06:00;27,63
07.09. 07:00;42,45
07.09. 08:00;48,201
07.09. 09:00;55,001
07.09. 10:00;58,493
07.09. 11:00;79,813
07.09. 12:00;94,744
07.09. 13:00;138,93
07.09. 14:00;133,38
07.09. 15:00;125,43
07.09. 16:00;102,02
07.09. 17:00;40,575
07.09. 18:00;2,0594
07.09. 19:00;0
07.09. 20:00;0
07.09. 21:00;0
07.09. 22:00;0
07.09. 23:00;0
08.09. 00:00;0
08.09. 01:00;0
08.09. 02:00;0
08.09. 03:00;0
08.09. 04:00;0
08.09. 05:00;0
08.09. 06:00;2,3967
08.09. 07:00;18,28
08.09. 08:00;62,013
08.09. 09:00;104,46
08.09. 10:00;119,91
08.09. 11:00;141,6
08.09. 12:00;125,43
08.09. 13:00;107,25
08.09. 14:00;98,161
08.09. 15:00;51,581
08.09. 16:00;39,651
08.09. 17:00;24,77
08.09. 18:00;2,3597
08.09. 19:00;0
08.09. 20:00;0
08.09. 21:00;0
08.09. 22:00;0
08.09. 23:00;0
09.09. 00:00;0
09.09. 01:00;0
09.09. 02:00;0
09.09. 03:00;0
09.09. 04:00;0
09.09. 05:00;0
09.09. 06:00;11,147
09.09. 07:00;43,34
09.09. 08:00;59,949
09.09. 09:00;110,13
09.09. 10:00;112,32
09.09. 11:00;94,018
09.09. 12:00;90,264
09.09. 13:00;76,92
09.09. 14:00;79,641
09.09. 15:00;68,302
09.09. 16:00;42,416
09.09. 17:00;15,111
09.09. 18:00;2,0326
09.09. 19:00;0
09.09. 20:00;0
09.09. 21:00;0
09.09. 22:00;0
09.09. 23:00;0
10.09. 00:00;0
10.09. 01:00;0
10.09. 02:00;0
10.09. 03:00;0
10.09. 04:00;0
10.09. 05:00;0
10.09. 06:00;15,191
10.09. 07:00;41,416
10.09. 08:00;72,717
10.09. 09:00;130,42
10.09. 10:00;178,13
10.09. 11:00;216,81
10.09. 12:00;199,17
10.09. 13:00;148,24
10.09. 14:00;106,52
10.09. 15:00;110,45
10.09. 16:00;77,738
10.09. 17:00;29,233
10.09. 18:00;2,0374
10.09. 19:00;0
10.09. 20:00;0
10.09. 21:00;0
10.09. 22:00;0
10.09. 23:00;0
11.09. 00:00;0
11.09. 01:00;0
11.09. 02:00;0
11.09. 03:00;0
11.09. 04:00;0
11.09. 05:00;0
11.09. 06:00;12,938
11.09. 07:00;42,214
11.09. 08:00;76,15
11.09. 09:00;94,904
11.09. 10:00;77,379
11.09. 11:00;31,155
11.09. 12:00;45,297
11.09. 13:00;66,69
11.09. 14:00;49,913
11.09. 15:00;32,438
11.09. 16:00;38,125
11.09. 17:00;27,29
11.09. 18:00;2,6895
11.09. 19:00;0
11.09. 20:00;0
11.09. 21:00;0
11.09. 22:00;0
11.09. 23:00;0
12.09. 00:00;0
12.09. 01:00;0
12.09. 02:00;0
12.09. 03:00;0
12.09. 04:00;0
12.09. 05:00;0
12.09. 06:00;13,586
12.09. 07:00;60,809
12.09. 08:00;118
12.09. 09:00;145,06
12.09. 10:00;180,94
12.09. 11:00;197,15
12.09. 12:00;215,13
12.09. 13:00;202,4
12.09. 14:00;148,34
12.09. 15:00;94,22
12.09. 16:00;51,209
12.09. 17:00;15,941
12.09. 18:00;0,64021
12.09. 19:00;0
12.09. 20:00;0
12.09. 21:00;0
12.09. 22:00;0
12.09. 23:00;0
13.09. 00:00;0
13.09. 01:00;0
13.09. 02:00;0
13.09. 03:00;0
13.09. 04:00;0
13.09. 05:00;0
13.09. 06:00;1,1799
13.09. 07:00;17,729
13.09. 08:00;42,247
13.09. 09:00;52,563
13.09. 10:00;99,616
13.09. 11:00;120,41
13.09. 12:00;136,23
13.09. 13:00;150,16
13.09. 14:00;142,52
13.09. 15:00;55,414
13.09. 16:00;37,972
13.09. 17:00;21,737
13.09. 18:00;1,4512
13.09. 19:00;0
13.09. 20:00;0
13.09. 21:00;0
13.09. 22:00;0
13.09. 23:00;0
14.09. 00:00;0
14.09. 01:00;0
14.09. 02:00;0
14.09. 03:00;0
14.09. 04:00;0
14.09. 05:00;0
14.09. 06:00;8,7999
14.09. 07:00;31,84
14.09. 08:00;59,741
14.09. 09:00;51,788
14.09. 10:00;49,242
14.09. 11:00;52,385
14.09. 12:00;62,34
14.09. 13:00;51,597
14.09. 14:00;53,273
14.09. 15:00;29,762
14.09. 16:00;24,803
14.09. 17:00;12,937
14.09. 18:00;0
14.09. 19:00;0
14.09. 20:00;0
14.09. 21:00;0
14.09. 22:00;0
14.09. 23:00;0
15.09. 00:00;0
15.09. 01:00;0
15.09. 02:00;0
15.09. 03:00;0
15.09. 04:00;0
15.09. 05:00;0
15.09. 06:00;2,7335
15.09. 07:00;22,32
15.09. 08:00;50,387
15.09. 09:00;103,48
15.09. 10:00;144,19
15.09. 11:00;169,47
15.09. 12:00;168,07
15.09. 13:00;182,71
15.09. 14:00;155,76
15.09. 15:00;109,3
15.09. 16:00;77,158
15.09. 17:00;26,225
15.09. 18:00;0
15.09. 19:00;0
15.09. 20:00;0
15.09. 21:00;0
15.09. 22:00;0
15.09. 23:00;0
16.09. 00:00;0
16.09. 01:00;0
16.09. 02:00;0
16.09. 03:00;0
16.09. 04:00;0
16.09. 05:00;0
16.09. 06:00;4,7132
16.09. 07:00;17,674
16.09. 08:00;74,48
16.09. 09:00;58,189
16.09. 10:00;20,806
16.09. 11:00;23,393
16.09. 12:00;21,258
16.09. 13:00;40,005
16.09. 14:00;59,601
16.09. 15:00;50,495
16.09. 16:00;44,671
16.09. 17:00;20,662
16.09. 18:00;0
16.09. 19:00;0
16.09. 20:00;0
16.09. 21:00;0
16.09. 22:00;0
16.09. 23:00;0
17.09. 00:00;0
17.09. 01:00;0
17.09. 02:00;0
17.09. 03:00;0
17.09. 04:00;0
17.09. 05:00;0
17.09. 06:00;21,612
17.09. 07:00;33,978
17.09. 08:00;35,09
17.09. 09:00;37,954
17.09. 10:00;50,631
17.09. 11:00;53,068
17.09. 12:00;46,911
17.09. 13:00;38,643
17.09. 14:00;18,096
17.09. 15:00;15,969
17.09. 16:00;7,472
17.09. 17:00;3,075
17.09. 18:00;0
17.09. 19:00;0
17.09. 20:00;0
17.09. 21:00;0
17.09. 22:00;0
17.09. 23:00;0
18.09. 00:00;0
18.09. 01:00;0
18.09. 02:00;0
18.09. 03:00;0
18.09. 04:00;0
18.09. 05:00;0
18.09. 06:00;25,436
18.09. 07:00;72,989
18.09. 08:00;121,66
18.09. 09:00;165,47
18.09. 10:00;196,45
18.09. 11:00;210,1
18.09. 12:00;209,36
18.09. 13:00;194,37
18.09. 14:00;164,54
18.09. 15:00;123,62
18.09. 16:00;71,668
18.09. 17:00;25,329
18.09. 18:00;0
18.09. 19:00;0
18.09. 20:00;0
18.09. 21:00;0
18.09. 22:00;0
18.09. 23:00;0
19.09. 00:00;0
19.09. 01:00;0
19.09. 02:00;0
19.09. 03:00;0
19.09. 04:00;0
19.09. 05:00;0
19.09. 06:00;25,31
19.09. 07:00;74,485
19.09. 08:00;124,87
19.09. 09:00;128,91
19.09. 10:00;92,971
19.09. 11:00;67,11
19.09. 12:00;54,773
19.09. 13:00;47,512
19.09. 14:00;48,983
19.09. 15:00;31,185
19.09. 16:00;21,774
19.09. 17:00;7,1985
19.09. 18:00;0
19.09. 19:00;0
19.09. 20:00;0
19.09. 21:00;0
19.09. 22:00;0
19.09. 23:00;0
20.09. 00:00;0
20.09. 01:00;0
20.09. 02:00;0
20.09. 03:00;0
20.09. 04:00;0
20.09. 05:00;0
20.09. 06:00;19,859
20.09. 07:00;55,519
20.09. 08:00;64,349
20.09. 09:00;64,377
20.09. 10:00;43,576
20.09. 11:00;42,454
20.09. 12:00;42,077
20.09. 13:00;51,492
20.09. 14:00;64,808
20.09. 15:00;59,3
20.09. 16:00;37,948
20.09. 17:00;7,9376
20.09. 18:00;0
20.09. 19:00;0
20.09. 20:00;0
20.09. 21:00;0
20.09. 22:00;0
20.09. 23:00;0
21.09. 00:00;0
21.09. 01:00;0
21.09. 02:00;0
21.09. 03:00;0
21.09. 04:00;0
21.09. 05:00;0
21.09. 06:00;22,055
21.09. 07:00;67,073
21.09. 08:00;118,03
21.09. 09:00;157,84
21.09. 10:00;182,13
21.09. 11:00;198,24
21.09. 12:00;202,35
21.09. 13:00;185,61
21.09. 14:00;154,57
21.09. 15:00;112,76
21.09. 16:00;58,767
21.09. 17:00;15,274
21.09. 18:00;0
21.09. 19:00;0
21.09. 20:00;0
21.09. 21:00;0
21.09. 22:00;0
21.09. 23:00;0
22.09. 00:00;0
22.09. 01:00;0
22.09. 02:00;0
22.09. 03:00;0
22.09. 04:00;0
22.09. 05:00;0
22.09. 06:00;20,416
22.09. 07:00;62,753
22.09. 08:00;101,93
22.09. 09:00;141,28
22.09. 10:00;177,53
22.09. 11:00;197,29
22.09. 12:00;174,25
22.09. 13:00;111,65
22.09. 14:00;90,652
22.09. 15:00;64,245
22.09. 16:00;30,155
22.09. 17:00;7,2172
22.09. 18:00;0
22.09. 19:00;0
22.09. 20:00;0
22.09. 21:00;0
22.09. 22:00;0
22.09. 23:00;0
23.09. 00:00;0
23.09. 01:00;0
23.09. 02:00;0
23.09. 03:00;0
23.09. 04:00;0
23.09. 05:00;0
23.09. 06:00;18,678
23.09. 07:00;62,261
23.09. 08:00;113,41
23.09. 09:00;154,56
23.09. 10:00;183,16
23.09. 11:00;194,56
23.09. 12:00;193,02
23.09. 13:00;177,89
23.09. 14:00;151,21
23.09. 15:00;108,58
23.09. 16:00;57,295
23.09. 17:00;11,51
23.09. 18:00;0
23.09. 19:00;0
23.09. 20:00;0
23.09. 21:00;0
23.09. 22:00;0
23.09. 23:00;0
24.09. 00:00;0
24.09. 01:00;0
24.09. 02:00;0
24.09. 03:00;0
24.09. 04:00;0
24.09. 05:00;0
24.09. 06:00;17,811
24.09. 07:00;61,847
24.09. 08:00;113,71
24.09. 09:00;156
24.09. 10:00;185,08
24.09. 11:00;197,95
24.09. 12:00;195,18
24.09. 13:00;179,23
24.09. 14:00;150,79
24.09. 15:00;109,26
24.09. 16:00;58,12
24.09. 17:00;11,536
24.09. 18:00;0
24.09. 19:00;0
24.09. 20:00;0
24.09. 21:00;0
24.09. 22:00;0
24.09. 23:00;0
25.09. 00:00;0
25.09. 01:00;0
25.09. 02:00;0
25.09. 03:00;0
25.09. 04:00;0
25.09. 05:00;0
25.09. 06:00;12,214
25.09. 07:00;60,143
25.09. 08:00;111,45
25.09. 09:00;153,73
25.09. 10:00;181,58
25.09. 11:00;194,95
25.09. 12:00;192,33
25.09. 13:00;175,89
25.09. 14:00;129,68
25.09. 15:00;81,464
25.09. 16:00;25,129
25.09. 17:00;4,9497
25.09. 18:00;0
25.09. 19:00;0
25.09. 20:00;0
25.09. 21:00;0
25.09. 22:00;0
25.09. 23:00;0
26.09. 00:00;0
26.09. 01:00;0
26.09. 02:00;0
26.09. 03:00;0
26.09. 04:00;0
26.09. 05:00;0
26.09. 06:00;1,7833
26.09. 07:00;19,845
26.09. 08:00;37,822
26.09. 09:00;52,13
26.09. 10:00;73,884
26.09. 11:00;98,792
26.09. 12:00;113,68
26.09. 13:00;82,011
26.09. 14:00;69,892
26.09. 15:00;69,683
26.09. 16:00;41,342
26.09. 17:00;7,3002
26.09. 18:00;0
26.09. 19:00;0
26.09. 20:00;0
26.09. 21:00;0
26.09. 22:00;0
26.09. 23:00;0
27.09. 00:00;0
27.09. 01:00;0
27.09. 02:00;0
27.09. 03:00;0
27.09. 04:00;0
27.09. 05:00;0
27.09. 06:00;9,531
27.09. 07:00;53,851
27.09. 08:00;103,04
27.09. 09:00;144,51
27.09. 10:00;173,03
27.09. 11:00;187,68
27.09. 12:00;188,03
27.09. 13:00;171,44
27.09. 14:00;136,09
27.09. 15:00;80,797
27.09. 16:00;32,038
27.09. 17:00;3,5777
27.09. 18:00;0
27.09. 19:00;0
27.09. 20:00;0
27.09. 21:00;0
27.09. 22:00;0
27.09. 23:00;0
28.09. 00:00;0
28.09. 01:00;0
28.09. 02:00;0
28.09. 03:00;0
28.09. 04:00;0
28.09. 05:00;0
28.09. 06:00;3,6715
28.09. 07:00;28,925
28.09. 08:00;72,261
28.09. 09:00;119,42
28.09. 10:00;128,48
28.09. 11:00;139,57
28.09. 12:00;158,7
28.09. 13:00;147,69
28.09. 14:00;119,4
28.09. 15:00;72,159
28.09. 16:00;24,486
28.09. 17:00;3,913
28.09. 18:00;0
28.09. 19:00;0
28.09. 20:00;0
28.09. 21:00;0
28.09. 22:00;0
28.09. 23:00;0
29.09. 00:00;0
29.09. 01:00;0
29.09. 02:00;0
29.09. 03:00;0
29.09. 04:00;0
29.09. 05:00;0
29.09. 06:00;7,0452
29.09. 07:00;51,346
29.09. 08:00;100,85
29.09. 09:00;141,13
29.09. 10:00;169,73
29.09. 11:00;183,15
29.09. 12:00;181,03
29.09. 13:00;164,98
29.09. 14:00;136,1
29.09. 15:00;94,269
29.09. 16:00;45,281
29.09. 17:00;6,5464
29.09. 18:00;0
29.09. 19:00;0
29.09. 20:00;0
29.09. 21:00;0
29.09. 22:00;0
29.09. 23:00;0
30.09. 00:00;0
30.09. 01:00;0
30.09. 02:00;0
30.09. 03:00;0
30.09. 04:00;0
30.09. 05:00;0
30.09. 06:00;7,0872
30.09. 07:00;48,763
30.09. 08:00;97,13
30.09. 09:00;137,14
30.09. 10:00;165,57
30.09. 11:00;177,43
30.09. 12:00;174,16
30.09. 13:00;158,59
30.09. 14:00;131,66
30.09. 15:00;91,215
30.09. 16:00;43,194
30.09. 17:00;5,5473
30.09. 18:00;0
30.09. 19:00;0
30.09. 20:00;0
30.09. 21:00;0
30.09. 22:00;0
30.09. 23:00;0
01.10. 00:00;0
01.10. 01:00;0
01.10. 02:00;0
01.10. 03:00;0
01.10. 04:00;0
01.10. 05:00;0
01.10. 06:00;5,017
01.10. 07:00;47,353
01.10. 08:00;92,866
01.10. 09:00;131,13
01.10. 10:00;150,31
01.10. 11:00;163,88
01.10. 12:00;167,27
01.10. 13:00;128,16
01.10. 14:00;115,94
01.10. 15:00;72,768
01.10. 16:00;32,448
01.10. 17:00;4,2321
01.10. 18:00;0
01.10. 19:00;0
01.10. 20:00;0
01.10. 21:00;0
01.10. 22:00;0
01.10. 23:00;0
02.10. 00:00;0
02.10. 01:00;0
02.10. 02:00;0
02.10. 03:00;0
02.10. 04:00;0
02.10. 05:00;0
02.10. 06:00;1,4746
02.10. 07:00;36,099
02.10. 08:00;47,639
02.10. 09:00;26,47
02.10. 10:00;19,326
02.10. 11:00;61,288
02.10. 12:00;91,951
02.10. 13:00;108,42
02.10. 14:00;112,34
02.10. 15:00;74,716
02.10. 16:00;33,228
02.10. 17:00;2,0582
02.10. 18:00;0
02.10. 19:00;0
02.10. 20:00;0
02.10. 21:00;0
02.10. 22:00;0
02.10. 23:00;0
03.10. 00:00;0
03.10. 01:00;0
03.10. 02:00;0
03.10. 03:00;0
03.10. 04:00;0
03.10. 05:00;0
03.10. 06:00;5,7447
03.10. 07:00;49,317
03.10. 08:00;99,171
03.10. 09:00;141,63
03.10. 10:00;170,42
03.10. 11:00;182,71
03.10. 12:00;179,71
03.10. 13:00;136,51
03.10. 14:00;131,33
03.10. 15:00;84,704
03.10. 16:00;27,719
03.10. 17:00;2,3592
03.10. 18:00;0
03.10. 19:00;0
03.10. 20:00;0
03.10. 21:00;0
03.10. 22:00;0
03.10. 23:00;0
04.10. 00:00;0
04.10. 01:00;0
04.10. 02:00;0
04.10. 03:00;0
04.10. 04:00;0
04.10. 05:00;0
04.10. 06:00;1,1867
04.10. 07:00;18,246
04.10. 08:00;46,105
04.10. 09:00;64,221
04.10. 10:00;87,004
04.10. 11:00;168,13
04.10. 12:00;116,6
04.10. 13:00;49,054
04.10. 14:00;28,907
04.10. 15:00;11,036
04.10. 16:00;8,2962
04.10. 17:00;0,64425
04.10. 18:00;0
04.10. 19:00;0
04.10. 20:00;0
04.10. 21:00;0
04.10. 22:00;0
04.10. 23:00;0
05.10. 00:00;0
05.10. 01:00;0
05.10. 02:00;0
05.10. 03:00;0
05.10. 04:00;0
05.10. 05:00;0
05.10. 06:00;1,4694
05.10. 07:00;19,274
05.10. 08:00;43,212
05.10. 09:00;49,225
05.10. 10:00;99,879
05.10. 11:00;110,94
05.10. 12:00;78,791
05.10. 13:00;55,51
05.10. 14:00;86,916
05.10. 15:00;56,075
05.10. 16:00;26,989
05.10. 17:00;1,1713
05.10. 18:00;0
05.10. 19:00;0
05.10. 20:00;0
05.10. 21:00;0
05.10. 22:00;0
05.10. 23:00;0
06.10. 00:00;0
06.10. 01:00;0
06.10. 02:00;0
06.10. 03:00;0
06.10. 04:00;0
06.10. 05:00;0
06.10. 06:00;0
06.10. 07:00;4,6691
06.10. 08:00;8,4412
06.10. 09:00;26,605
06.10. 10:00;37,209
06.10. 11:00;36,881
06.10. 12:00;20,954
06.10. 13:00;18,446
06.10. 14:00;28,173
06.10. 15:00;14,849
06.10. 16:00;16,701
06.10. 17:00;3,0523
06.10. 18:00;0
06.10. 19:00;0
06.10. 20:00;0
06.10. 21:00;0
06.10. 22:00;0
06.10. 23:00;0
07.10. 00:00;0
07.10. 01:00;0
07.10. 02:00;0
07.10. 03:00;0
07.10. 04:00;0
07.10. 05:00;0
07.10. 06:00;0
07.10. 07:00;15,998
07.10. 08:00;29,389
07.10. 09:00;30,417
07.10. 10:00;25,327
07.10. 11:00;23,853
07.10. 12:00;16,995
07.10. 13:00;19,127
07.10. 14:00;17,373
07.10. 15:00;9,8995
07.10. 16:00;8,1625
07.10. 17:00;0
07.10. 18:00;0
07.10. 19:00;0
07.10. 20:00;0
07.10. 21:00;0
07.10. 22:00;0
07.10. 23:00;0
08.10. 00:00;0
08.10. 01:00;0
08.10. 02:00;0
08.10. 03:00;0
08.10. 04:00;0
08.10. 05:00;0
08.10. 06:00;0
08.10. 07:00;11,042
08.10. 08:00;24,409
08.10. 09:00;34,975
08.10. 10:00;22,549
08.10. 11:00;33,089
08.10. 12:00;31,944
08.10. 13:00;24,634
08.10. 14:00;35,513
08.10. 15:00;34,372
08.10. 16:00;14,246
08.10. 17:00;0,66107
08.10. 18:00;0
08.10. 19:00;0
08.10. 20:00;0
08.10. 21:00;0
08.10. 22:00;0
08.10. 23:00;0
09.10. 00:00;0
09.10. 01:00;0
09.10. 02:00;0
09.10. 03:00;0
09.10. 04:00;0
09.10. 05:00;0
09.10. 06:00;0
09.10. 07:00;13,905
09.10. 08:00;16,066
09.10. 09:00;24,751
09.10. 10:00;28,739
09.10. 11:00;30,916
09.10. 12:00;41,857
09.10. 13:00;33,407
09.10. 14:00;39,544
09.10. 15:00;23,898
09.10. 16:00;3,7223
09.10. 17:00;0
09.10. 18:00;0
09.10. 19:00;0
09.10. 20:00;0
09.10. 21:00;0
09.10. 22:00;0
09.10. 23:00;0
10.10. 00:00;0
10.10. 01:00;0
10.10. 02:00;0
10.10. 03:00;0
10.10. 04:00;0
10.10. 05:00;0
10.10. 06:00;0
10.10. 07:00;25,55
10.10. 08:00;37,178
10.10. 09:00;66,878
10.10. 10:00;40,614
10.10. 11:00;32,998
10.10. 12:00;36,259
10.10. 13:00;38,76
10.10. 14:00;35,473
10.10. 15:00;22,038
10.10. 16:00;4,7177
10.10. 17:00;0
10.10. 18:00;0
10.10. 19:00;0
10.10. 20:00;0
10.10. 21:00;0
10.10. 22:00;0
10.10. 23:00;0
11.10. 00:00;0
11.10. 01:00;0
11.10. 02:00;0
11.10. 03:00;0
11.10. 04:00;0
11.10. 05:00;0
11.10. 06:00;0
11.10. 07:00;20,466
11.10. 08:00;53,818
11.10. 09:00;78,225
11.10. 10:00;67,894
11.10. 11:00;46,194
11.10. 12:00;59,422
11.10. 13:00;61,986
11.10. 14:00;53,681
11.10. 15:00;31,419
11.10. 16:00;8,7736
11.10. 17:00;0,65171
11.10. 18:00;0
11.10. 19:00;0
11.10. 20:00;0
11.10. 21:00;0
11.10. 22:00;0
11.10. 23:00;0
12.10. 00:00;0
12.10. 01:00;0
12.10. 02:00;0
12.10. 03:00;0
12.10. 04:00;0
12.10. 05:00;0
12.10. 06:00;0
12.10. 07:00;14,924
12.10. 08:00;24,978
12.10. 09:00;42,721
12.10. 10:00;127,17
12.10. 11:00;155,66
12.10. 12:00;141,28
12.10. 13:00;84,796
12.10. 14:00;65,677
12.10. 15:00;38,92
12.10. 16:00;16,118
12.10. 17:00;0
12.10. 18:00;0
12.10. 19:00;0
12.10. 20:00;0
12.10. 21:00;0
12.10. 22:00;0
12.10. 23:00;0
13.10. 00:00;0
13.10. 01:00;0
13.10. 02:00;0
13.10. 03:00;0
13.10. 04:00;0
13.10. 05:00;0
13.10. 06:00;0
13.10. 07:00;20,733
13.10. 08:00;47,137
13.10. 09:00;103,06
13.10. 10:00;132,14
13.10. 11:00;135,3
13.10. 12:00;103,24
13.10. 13:00;69,748
13.10. 14:00;49,492
13.10. 15:00;26,702
13.10. 16:00;6,6896
13.10. 17:00;0
13.10. 18:00;0
13.10. 19:00;0
13.10. 20:00;0
13.10. 21:00;0
13.10. 22:00;0
13.10. 23:00;0
14.10. 00:00;0
14.10. 01:00;0
14.10. 02:00;0
14.10. 03:00;0
14.10. 04:00;0
14.10. 05:00;0
14.10. 06:00;0
14.10. 07:00;30,328
14.10. 08:00;74,187
14.10. 09:00;113,76
14.10. 10:00;141,3
14.10. 11:00;155,13
14.10. 12:00;151,81
14.10. 13:00;114,01
14.10. 14:00;101,89
14.10. 15:00;55,553
14.10. 16:00;14,492
14.10. 17:00;0
14.10. 18:00;0
14.10. 19:00;0
14.10. 20:00;0
14.10. 21:00;0
14.10. 22:00;0
14.10. 23:00;0
15.10. 00:00;0
15.10. 01:00;0
15.10. 02:00;0
15.10. 03:00;0
15.10. 04:00;0
15.10. 05:00;0
15.10. 06:00;0
15.10. 07:00;11,322
15.10. 08:00;38,98
15.10. 09:00;44,004
15.10. 10:00;31,67
15.10. 11:00;31,618
15.10. 12:00;35,192
15.10. 13:00;28,673
15.10. 14:00;32,958
15.10. 15:00;20,769
